review_id,text,sentiment,category
757,"Produit moyen, fait le job mais sans plus.",Neutre,Produit
758,"Bonjour, Tarif tout à fait raisonnable et accessible.",Positif,Prix
759,"Bonne affaire, beaucoup moins cher qu'en magasin physique. à voir dans le temps.",Positif,Prix
760,Tarif standard sans réduction particulière.,Neutre,Prix
761,Livré avec un jour de retard mais carton intact.,Neutre,Livraison
762,Très bonne écoute de la part du conseiller au téléphone.,Positif,Service Client
763,"Mon avis : Déçu par cet article, il ne fonctionne pas du tout.",Négatif,Produit
764,Service après-vente incompétent qui n'a pas compris mon problème.,Négatif,Service Client
765,Remplacement du produit défectueux fait sans aucun frais ni discussion.,Positif,Service Client
766,On me ballade de service en service sans résoudre mon problème..,Négatif,Service Client
767,"Reçu très rapidement, emballage soigné et sécurisé.",Positif,Livraison
768,"Pour ma part, Livré le lendemain de ma commande, service impeccable. Je conseille.",Positif,Livraison
769,"Mon avis : Qualité standard, conforme au prix payé.",Neutre,Produit
770,"Super service de livraison, livreur très courtois et ponctuel.",Positif,Livraison
771,On me ballade de service en service sans résoudre mon problème.,Négatif,Service Client
772,Le prix est prohibitif par rapport aux performances du produit.,Négatif,Prix
773,"Délai d'attente interminable pour la livraison, plus d'une semaine de retard.",Négatif,Livraison
774,Ne correspond pas du tout à la photo ni à la description. à voir dans le temps.,Négatif,Produit
775,"Bonjour, Tarif standard sans réduction particulière.",Neutre,Prix
776,Remplacement du produit défectueux fait sans aucun frais ni discussion.,Positif,Service Client
777,"Mon avis : Conforme à la description, les finitions sont magnifiques.",Positif,Produit
778,"Livré le lendemain de ma commande, service impeccable.",Positif,Livraison
779,Prix correct pour les prestations fournies. Je conseille.,Neutre,Prix
780,Un prix très compétitif pour une telle qualité de service.,Positif,Prix
781,Rapport qualité-prix imbattable sur le marché actuel. !,Positif,Prix
782,"Bonne affaire, beaucoup moins cher qu'en magasin physique.",Positif,Prix
783,"Arrivé pile à l'heure, rien à redire sur le transport.",Positif,Livraison
784,"Le produit est de super qualité, je recommande vivement !",Positif,Produit
785,"Fonctionne à merveille, le design est superbe.",Positif,Produit
786,"Reçu très rapidement, emballage soigné et sécurisé.",Positif,Livraison
787,"Fonctionne à merveille, le design est superbe.",Positif,Produit
788,On trouve exactement le même produit deux fois moins cher ailleurs.,Négatif,Prix
789,"Mon avis : Suivi de livraison mensonger, soit-disant livré mais rien reçu.",Négatif,Livraison
790,"Fonctionne comme prévu, mais n'a rien d'exceptionnel.",Neutre,Produit
791,"La qualité est médiocre, le produit s'est cassé après deux jours d'utilisation.",Négatif,Produit
792,"Le produit est de super qualité, je recommande vivement !",Positif,Produit
793,Tarif tout à fait raisonnable et accessible.,Positif,Prix
794,Très bon prix avec la promotion en cours. à voir dans le temps.,Positif,Prix
795,Le support a été d'une grande aide pour configurer l'appareil.,Positif,Service Client
796,Le support a été d'une grande aide pour configurer l'appareil.,Positif,Service Client
797,Remplacement du produit défectueux fait sans aucun frais ni discussion. Déçu.,Positif,Service Client
798,"Conforme à la description, les finitions sont magnifiques.",Positif,Produit
799,"Livraison catastrophique, le colis a été perdu par le transporteur.",Négatif,Livraison
800,"Matériel de qualité professionnelle, très simple à utiliser.",Positif,Produit
801,Prix correct pour les prestations fournies.,Neutre,Prix
802,"Pour ma part, On me ballade de service en service sans résoudre mon problème.",Négatif,Service Client
803,Très bon prix avec la promotion en cours. !,Positif,Prix
804,Le colis est arrivé avec trois jours de retard et carton écrasé.,Négatif,Livraison
805,"Honnêtement, Service après-vente incompétent qui n'a pas compris mon problème.",Négatif,Service Client
806,"Très satisfait de cet achat, fonctionne parfaitement bien.",Positif,Produit
807,"Délai d'attente interminable pour la livraison, plus d'une semaine de retard. !",Négatif,Livraison
808,"Livraison catastrophique, le colis a été perdu par le transporteur.",Négatif,Livraison
809,"Un excellent produit, robuste et conforme à mes attentes.",Positif,Produit
810,Le conseiller a fait ce qu'il pouvait sans plus.,Neutre,Service Client
811,Mon avis : Rapport qualité-prix imbattable sur le marché actuel.,Positif,Prix
812,SAV poli mais procédure d'échange un peu longue. Je conseille.,Neutre,Service Client
813,"Réponse reçue en 48 heures, standard.",Neutre,Service Client
814,Service après-vente incompétent qui n'a pas compris mon problème.,Négatif,Service Client
815,Je suis surpris de la qualité pour un prix aussi bas. à voir dans le temps.,Positif,Prix
816,Colis reçu. Rien à signaler de particulier.,Neutre,Livraison
817,"Livraison correcte, dans les délais annoncés.",Neutre,Livraison
818,"Reçu très rapidement, emballage soigné et sécurisé. Déçu.",Positif,Livraison
819,"Conseiller au téléphone impoli, agressif et d'aucune aide. à voir dans le temps.",Négatif,Service Client
820,"Produit défectueux à l'arrivée, impossible de l'allumer..",Négatif,Produit
821,Tarif standard sans réduction particulière.,Neutre,Prix
822,"Temps de livraison moyen, emballage standard.",Neutre,Livraison
823,Un prix très compétitif pour une telle qualité de service.,Positif,Prix
824,"Produit défectueux à l'arrivée, impossible de l'allumer.",Négatif,Produit
825,Le prix est prohibitif par rapport aux performances du produit.,Négatif,Prix
826,Service après-vente incompétent qui n'a pas compris mon problème.,Négatif,Service Client
827,"Aucune considération pour le client, SAV inexistant.",Négatif,Service Client
828,"Bonjour, Fonctionne à merveille, le design est superbe.",Positif,Produit
829,"Fonctionne comme prévu, mais n'a rien d'exceptionnel. Je conseille.",Neutre,Produit
830,"Fonctionne à merveille, le design est superbe.",Positif,Produit
831,Beaucoup trop cher pour ce que c'est réellement.,Négatif,Prix
832,"Bonjour, SAV poli mais procédure d'échange un peu longue.",Neutre,Service Client
833,"Qualité standard, conforme au prix payé.",Neutre,Produit
834,"Rapport qualité-prix très défavorable, je regrette cet achat coûteux.",Négatif,Prix
835,Le conseiller a fait ce qu'il pouvait sans plus.,Neutre,Service Client
836,Tarif tout à fait raisonnable et accessible.,Positif,Prix
837,"Matériel de qualité professionnelle, très simple à utiliser.",Positif,Produit
838,"Excellent rapport qualité prix, je rachèterai sans hésiter.",Positif,Prix
839,"Pour ma part, Tarif standard sans réduction particulière.",Neutre,Prix
840,Beaucoup trop cher pour ce que c'est réellement.,Négatif,Prix
841,"Fonctionne à merveille, le design est superbe.",Positif,Produit
842,Rapport qualité-prix imbattable sur le marché actuel.,Positif,Prix
843,"Livré le lendemain de ma commande, service impeccable.",Positif,Livraison
844,"Pour ma part, Super service de livraison, livreur très courtois et ponctuel.",Positif,Livraison
845,"Correct dans l'ensemble, mais quelques détails à améliorer.",Neutre,Produit
846,"Conforme à la description, les finitions sont magnifiques.",Positif,Produit
847,"Honnêtement, Plastique de mauvaise qualité, très fragile, je ne recommande pas.",Négatif,Produit
848,Le SAV a traité ma demande de remboursement en quelques minutes.,Positif,Service Client
849,"Livraison ultra rapide, colis reçu en parfait état ! Déçu.",Positif,Livraison
850,"Correct dans l'ensemble, mais quelques détails à améliorer.",Neutre,Produit
851,"Mon avis : Expédition rapide et colis très bien protégé, merci !",Positif,Livraison
852,"Temps de livraison moyen, emballage standard.",Neutre,Livraison
853,"Pour ma part, Matériel de qualité professionnelle, très simple à utiliser.",Positif,Produit
854,"Qualité standard, conforme au prix payé.",Neutre,Produit
855,"Réponse reçue en 48 heures, standard.",Neutre,Service Client
856,Prix correct pour les prestations fournies..,Neutre,Prix
857,"Ni cher ni bon marché, tarif normal..",Neutre,Prix
858,"Je l'utilise tous les jours, c'est un produit génial !",Positif,Produit
859,"Bonjour, Produit défectueux à l'arrivée, impossible de l'allumer.",Négatif,Produit
860,"Aucune considération pour le client, SAV inexistant.",Négatif,Service Client
861,"Honnêtement, Fonctionne comme prévu, mais n'a rien d'exceptionnel.",Neutre,Produit
862,Tarif tout à fait raisonnable et accessible.,Positif,Prix
863,"Déçu par cet article, il ne fonctionne pas du tout.",Négatif,Produit
864,"Rapport qualité-prix très défavorable, je regrette cet achat coûteux.",Négatif,Prix
865,"Retard de livraison inadmissible, aucun suivi disponible.",Négatif,Livraison
866,SAV poli mais procédure d'échange un peu longue. à voir dans le temps.,Neutre,Service Client
867,"Arrivé pile à l'heure, rien à redire sur le transport.",Positif,Livraison
868,Tarif standard sans réduction particulière.,Neutre,Prix
869,Très bonne écoute de la part du conseiller au téléphone.,Positif,Service Client
870,"Correct dans l'ensemble, mais quelques détails à améliorer. à voir dans le temps.",Neutre,Produit
871,J'attends une réponse du support par mail depuis deux semaines.,Négatif,Service Client
872,Mon avis : Beaucoup trop cher pour ce que c'est réellement.,Négatif,Prix
873,"Des frais cachés s'ajoutent à la fin, ce n'est pas honnête.",Négatif,Prix
874,"Déçu par cet article, il ne fonctionne pas du tout.",Négatif,Produit
875,Colis reçu. Rien à signaler de particulier.,Neutre,Livraison
876,"Qualité standard, conforme au prix payé. à voir dans le temps.",Neutre,Produit
877,"Qualité standard, conforme au prix payé.",Neutre,Produit
878,"Le tarif a augmenté de 20% sans explication, c'est abusé.",Négatif,Prix
879,"Mon avis : Reçu très rapidement, emballage soigné et sécurisé.",Positif,Livraison
880,"Pour ma part, SAV poli mais procédure d'échange un peu longue. à voir dans le temps.",Neutre,Service Client
881,Ne correspond pas du tout à la photo ni à la description.,Négatif,Produit
882,"Honnêtement, Super service de livraison, livreur très courtois et ponctuel.",Positif,Livraison
883,"Livraison en 24h chrono, impressionnant !",Positif,Livraison
884,"Livré le lendemain de ma commande, service impeccable.",Positif,Livraison
885,"Qualité standard, conforme au prix payé.",Neutre,Produit
886,"Le produit est de super qualité, je recommande vivement !",Positif,Produit
887,"Honnêtement, Fonctionne comme prévu, mais n'a rien d'exceptionnel.",Neutre,Produit
888,Rapport qualité-prix imbattable sur le marché actuel. !,Positif,Prix
889,"Bonjour, Colis reçu. Rien à signaler de particulier.",Neutre,Livraison
890,Tarif standard sans réduction particulière.,Neutre,Prix
891,Très bonne écoute de la part du conseiller au téléphone.,Positif,Service Client
892,"Très satisfait de cet achat, fonctionne parfaitement bien.",Positif,Produit
893,"Je l'utilise tous les jours, c'est un produit génial !",Positif,Produit
894,Mon avis : J'attends une réponse du support par mail depuis deux semaines.,Négatif,Service Client
895,"Bonjour, Prix correct pour les prestations fournies. à voir dans le temps.",Neutre,Prix
896,"Je l'utilise tous les jours, c'est un produit génial !",Positif,Produit
897,"Honnêtement, Super service de livraison, livreur très courtois et ponctuel.",Positif,Livraison
898,"Produit défectueux à l'arrivée, impossible de l'allumer.",Négatif,Produit
899,"Délai d'attente interminable pour la livraison, plus d'une semaine de retard. !",Négatif,Livraison
900,"Super service de livraison, livreur très courtois et ponctuel.",Positif,Livraison
901,"Pour ma part, Livraison en 24h chrono, impressionnant !",Positif,Livraison
902,Rapport qualité-prix imbattable sur le marché actuel. !,Positif,Prix
903,Le conseiller a fait ce qu'il pouvait sans plus.,Neutre,Service Client
904,"Honnêtement, Plastique de mauvaise qualité, très fragile, je ne recommande pas.",Négatif,Produit
905,Livré avec un jour de retard mais carton intact.,Neutre,Livraison
906,"La qualité est médiocre, le produit s'est cassé après deux jours d'utilisation.",Négatif,Produit
907,"Honnêtement, Produit défectueux à l'arrivée, impossible de l'allumer.",Négatif,Produit
908,"Des frais cachés s'ajoutent à la fin, ce n'est pas honnête.",Négatif,Prix
909,"Expédition rapide et colis très bien protégé, merci !",Positif,Livraison
910,"Livraison en 24h chrono, impressionnant !",Positif,Livraison
911,"Pour ma part, Tarif tout à fait raisonnable et accessible.",Positif,Prix
912,"Je l'utilise tous les jours, c'est un produit génial !",Positif,Produit
913,"La qualité est médiocre, le produit s'est cassé après deux jours d'utilisation.",Négatif,Produit
914,"Le tarif a augmenté de 20% sans explication, c'est abusé.",Négatif,Prix
915,"Mon avis : Matériel de qualité professionnelle, très simple à utiliser.",Positif,Produit
916,Colis reçu. Rien à signaler de particulier.,Neutre,Livraison
917,Le conseiller a fait ce qu'il pouvait sans plus.,Neutre,Service Client
918,"Honnêtement, Temps d'attente correct pour joindre le support.",Neutre,Service Client
919,"Super service de livraison, livreur très courtois et ponctuel.",Positif,Livraison
920,"Suivi de livraison mensonger, soit-disant livré mais rien reçu. Déçu.",Négatif,Livraison
921,"Reçu très rapidement, emballage soigné et sécurisé.",Positif,Livraison
922,"Fonctionne comme prévu, mais n'a rien d'exceptionnel.",Neutre,Produit
923,Le prix est dans la moyenne du marché. à voir dans le temps.,Neutre,Prix
924,"Correct dans l'ensemble, mais quelques détails à améliorer.",Neutre,Produit
925,"Déçu par cet article, il ne fonctionne pas du tout.",Négatif,Produit
926,Une équipe de support client très humaine et attentionnée. !,Positif,Service Client
927,"Des frais cachés s'ajoutent à la fin, ce n'est pas honnête.",Négatif,Prix
928,Un prix très compétitif pour une telle qualité de service.,Positif,Prix
929,Colis reçu. Rien à signaler de particulier.,Neutre,Livraison
930,"Produit défectueux à l'arrivée, impossible de l'allumer.",Négatif,Produit
931,"Mon avis : Temps de livraison moyen, emballage standard.",Neutre,Livraison
932,"Fonctionne comme prévu, mais n'a rien d'exceptionnel.",Neutre,Produit
933,"Livré le lendemain de ma commande, service impeccable.",Positif,Livraison
934,Temps d'attente correct pour joindre le support.,Neutre,Service Client
935,"Correct dans l'ensemble, mais quelques détails à améliorer.",Neutre,Produit
936,"Bonjour, Prix correct pour les prestations fournies.",Neutre,Prix
937,"Mon avis : Excellent rapport qualité prix, je rachèterai sans hésiter.",Positif,Prix
938,"Expédition rapide et colis très bien protégé, merci !",Positif,Livraison
939,Trop cher pour une qualité aussi basique. Déçu.,Négatif,Prix
940,Livreur désagréable qui a laissé le colis sur le trottoir.,Négatif,Livraison
941,"Pour ma part, Très satisfait de cet achat, fonctionne parfaitement bien.",Positif,Produit
942,Tarif tout à fait raisonnable et accessible.,Positif,Prix
943,"Bonjour, Qualité standard, conforme au prix payé.",Neutre,Produit
944,"Pour ma part, Livré le lendemain de ma commande, service impeccable. !",Positif,Livraison
945,"Impossible de joindre le service client, le téléphone sonne dans le vide.",Négatif,Service Client
946,Colis reçu. Rien à signaler de particulier.,Neutre,Livraison
947,"Honnêtement, Fonctionne à merveille, le design est superbe.",Positif,Produit
948,J'attends une réponse du support par mail depuis deux semaines.,Négatif,Service Client
949,Ne correspond pas du tout à la photo ni à la description. à voir dans le temps.,Négatif,Produit
950,"Livraison en 24h chrono, impressionnant !",Positif,Livraison
951,Prix correct pour les prestations fournies.,Neutre,Prix
952,"Plastique de mauvaise qualité, très fragile, je ne recommande pas.",Négatif,Produit
953,Support client réactif et très professionnel. Problème résolu !,Positif,Service Client
954,"Fonctionne comme prévu, mais n'a rien d'exceptionnel.",Neutre,Produit
955,Le colis est arrivé avec trois jours de retard et carton écrasé..,Négatif,Livraison
956,Prix correct pour les prestations fournies.,Neutre,Prix
957,"Conseiller au téléphone impoli, agressif et d'aucune aide.",Négatif,Service Client
958,"Ni cher ni bon marché, tarif normal. !",Neutre,Prix
959,"Honnêtement, Le colis est arrivé ouvert et abîmé. Très mécontent.",Négatif,Livraison
960,Mon avis : Une équipe de support client très humaine et attentionnée.,Positif,Service Client
961,"Livraison catastrophique, le colis a été perdu par le transporteur. !",Négatif,Livraison
962,"Livré le lendemain de ma commande, service impeccable.",Positif,Livraison
963,"Bonjour, Beaucoup trop cher pour ce que c'est réellement.",Négatif,Prix
964,"Temps de livraison moyen, emballage standard.",Neutre,Livraison
965,Je suis surpris de la qualité pour un prix aussi bas. à voir dans le temps.,Positif,Prix
966,Trop cher pour une qualité aussi basique.,Négatif,Prix
967,"Mon avis : Qualité standard, conforme au prix payé.",Neutre,Produit
968,"Pour ma part, Matériel de qualité professionnelle, très simple à utiliser.",Positif,Produit
969,Livré avec un jour de retard mais carton intact.,Neutre,Livraison
970,Le colis est arrivé ouvert et abîmé. Très mécontent.,Négatif,Livraison
971,"Produit moyen, fait le job mais sans plus. à voir dans le temps.",Neutre,Produit
972,"Ni cher ni bon marché, tarif normal.",Neutre,Prix
973,"Honnêtement, Impossible de joindre le service client, le téléphone sonne dans le vide.",Négatif,Service Client
974,"Bonne affaire, beaucoup moins cher qu'en magasin physique..",Positif,Prix
975,"Très satisfait de cet achat, fonctionne parfaitement bien.",Positif,Produit
976,"Temps de livraison moyen, emballage standard.",Neutre,Livraison
977,Mon avis : Colis reçu. Rien à signaler de particulier.,Neutre,Livraison
978,"Mon avis : Arrivé pile à l'heure, rien à redire sur le transport.",Positif,Livraison
979,"Bonne affaire, beaucoup moins cher qu'en magasin physique.",Positif,Prix
980,Le support a été d'une grande aide pour configurer l'appareil.,Positif,Service Client
981,Ne correspond pas du tout à la photo ni à la description.,Négatif,Produit
982,SAV poli mais procédure d'échange un peu longue.,Neutre,Service Client
983,Le conseiller a fait ce qu'il pouvait sans plus.,Neutre,Service Client
984,Livré avec un jour de retard mais carton intact.,Neutre,Livraison
985,"Suivi de livraison mensonger, soit-disant livré mais rien reçu. Je conseille.",Négatif,Livraison
986,On me ballade de service en service sans résoudre mon problème. Déçu.,Négatif,Service Client
987,Livré avec un jour de retard mais carton intact.,Neutre,Livraison
988,"Fonctionne comme prévu, mais n'a rien d'exceptionnel.",Neutre,Produit
989,"Pour ma part, Un prix très compétitif pour une telle qualité de service. Je conseille.",Positif,Prix
990,"Pour ma part, Un excellent produit, robuste et conforme à mes attentes.",Positif,Produit
991,Mon avis : Prix correct pour les prestations fournies. !,Neutre,Prix
992,"Bonne affaire, beaucoup moins cher qu'en magasin physique. !",Positif,Prix
993,"Correct dans l'ensemble, mais quelques détails à améliorer.",Neutre,Produit
994,Le conseiller a fait ce qu'il pouvait sans plus.,Neutre,Service Client
995,Très bon prix avec la promotion en cours.,Positif,Prix
996,Le colis est arrivé avec trois jours de retard et carton écrasé.,Négatif,Livraison
997,"Déçu par cet article, il ne fonctionne pas du tout.",Négatif,Produit
998,Rapport qualité-prix imbattable sur le marché actuel.,Positif,Prix
999,SAV poli mais procédure d'échange un peu longue.,Neutre,Service Client
1000,Ne correspond pas du tout à la photo ni à la description.,Négatif,Produit
